MedID,Nome Comercial,Subs,FF,Dosage,TAIM,NewFilename,timestamp,filenameclean
46319,Pantoprazol Bluepharma MG,Pantoprazol,Comprimido gastrorresistente,40 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Pantoprazol_Bluepharma_MGComprimido_gastrorresistente40_mg.pdf,20240325183051,Pantoprazol_Bluepharma_MGComprimido_gastrorresistente40_mg
45042,Pantoprazol Braiter MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Pantoprazol_Braiter_MGComprimido_gastrorresistente20_mg.pdf,20240325183052,Pantoprazol_Braiter_MGComprimido_gastrorresistente20_mg
45043,Pantoprazol Braiter MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Pantoprazol_Braiter_MGComprimido_gastrorresistente40_mg.pdf,20240325183052,Pantoprazol_Braiter_MGComprimido_gastrorresistente40_mg
43627,Pantoprazol Ciclum MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Ciclum Farma Unipessoal, Lda.",Pantoprazol_Ciclum_MGComprimido_gastrorresistente20_mg.pdf,20240325183052,Pantoprazol_Ciclum_MGComprimido_gastrorresistente20_mg
43629,Pantoprazol Ciclum MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Ciclum Farma Unipessoal, Lda.",Pantoprazol_Ciclum_MGComprimido_gastrorresistente40_mg.pdf,20240325183052,Pantoprazol_Ciclum_MGComprimido_gastrorresistente40_mg
51377,Pantoprazol Digespan MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Generis Farmacêutica, S.A.",Pantoprazol_Digespan_MGComprimido_gastrorresistente20_mg.pdf,20240325183052,Pantoprazol_Digespan_MGComprimido_gastrorresistente20_mg
45034,Pantoprazol Farmoz MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Pantoprazol_Farmoz_MGComprimido_gastrorresistente20_mg.pdf,20240325183052,Pantoprazol_Farmoz_MGComprimido_gastrorresistente20_mg
45035,Pantoprazol Farmoz MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Pantoprazol_Farmoz_MGComprimido_gastrorresistente40_mg.pdf,20240325183052,Pantoprazol_Farmoz_MGComprimido_gastrorresistente40_mg
619305,Pantoprazol Generis MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Generis Farmacêutica, S.A.",Pantoprazol_Generis_MGComprimido_gastrorresistente20_mg.pdf,20240325183052,Pantoprazol_Generis_MGComprimido_gastrorresistente20_mg
619306,Pantoprazol Generis MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Generis Farmacêutica, S.A.",Pantoprazol_Generis_MGComprimido_gastrorresistente40_mg.pdf,20240325183057,Pantoprazol_Generis_MGComprimido_gastrorresistente40_mg
44105,Pantoprazol Germed MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Omnicals Pharma, Unipessoal Lda",Pantoprazol_Germed_MGComprimido_gastrorresistente20_mg.pdf,20240325183057,Pantoprazol_Germed_MGComprimido_gastrorresistente20_mg
44106,Pantoprazol Germed MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Omnicals Pharma, Unipessoal Lda",Pantoprazol_Germed_MGComprimido_gastrorresistente40_mg.pdf,20240325183057,Pantoprazol_Germed_MGComprimido_gastrorresistente40_mg
55960,Pantoprazol Hikma MG,Pantoprazol,Pó para solução injetável,40 mg,"Hikma Farmacêutica (Portugal), S.A.",Pantoprazol_Hikma_MGPó_para_solução_injetável40_mg.pdf,20240325183057,Pantoprazol_Hikma_MGPó_para_solução_injetável40_mg
42250,Pantoprazol KRKA MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"KRKA Farmacêutica, Sociedade Unipessoal, Lda.",Pantoprazol_KRKA_MGComprimido_gastrorresistente20_mg.pdf,20240325183058,Pantoprazol_KRKA_MGComprimido_gastrorresistente20_mg
42251,Pantoprazol KRKA MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"KRKA Farmacêutica, Sociedade Unipessoal, Lda.",Pantoprazol_KRKA_MGComprimido_gastrorresistente40_mg.pdf,20240325183058,Pantoprazol_KRKA_MGComprimido_gastrorresistente40_mg
44654,Pantoprazol Lumec MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Towa Pharmaceutical, S.A.",Pantoprazol_Lumec_MGComprimido_gastrorresistente20_mg.pdf,20240325183058,Pantoprazol_Lumec_MGComprimido_gastrorresistente20_mg
44655,Pantoprazol Lumec MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Towa Pharmaceutical, S.A.",Pantoprazol_Lumec_MGComprimido_gastrorresistente40_mg.pdf,20240325183058,Pantoprazol_Lumec_MGComprimido_gastrorresistente40_mg
46320,Pantoprazol Mepha MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.",Pantoprazol_Mepha_MGComprimido_gastrorresistente20_mg.pdf,20240325183058,Pantoprazol_Mepha_MGComprimido_gastrorresistente20_mg
46321,Pantoprazol Mepha MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Mepha - Investigação, Desenvolvimento e Fabricação Farmacêutica, Lda.",Pantoprazol_Mepha_MGComprimido_gastrorresistente40_mg.pdf,20240325183058,Pantoprazol_Mepha_MGComprimido_gastrorresistente40_mg
50380,Pantoprazol Mylan MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Mylan, Lda.",Pantoprazol_Mylan_MGComprimido_gastrorresistente20_mg.pdf,20240325183058,Pantoprazol_Mylan_MGComprimido_gastrorresistente20_mg
50381,Pantoprazol Mylan MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Mylan, Lda.",Pantoprazol_Mylan_MGComprimido_gastrorresistente40_mg.pdf,20240325183058,Pantoprazol_Mylan_MGComprimido_gastrorresistente40_mg
44499,Pantoprazol Normon MG,Pantoprazol,Pó para solução injetável,40 mg,"Laboratórios Normon, S.A.",Pantoprazol_Normon_MGPó_para_solução_injetável40_mg.pdf,20240325183058,Pantoprazol_Normon_MGPó_para_solução_injetável40_mg
43433,Pantoprazol Pharmakern MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Pantoprazol_Pharmakern_MGComprimido_gastrorresistente20_mg.pdf,20240325183058,Pantoprazol_Pharmakern_MGComprimido_gastrorresistente20_mg
43432,Pantoprazol Pharmakern MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Pantoprazol_Pharmakern_MGComprimido_gastrorresistente40_mg.pdf,20240325183058,Pantoprazol_Pharmakern_MGComprimido_gastrorresistente40_mg
46322,Pantoprazol Ratiopharm MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Pantoprazol_Ratiopharm_MGComprimido_gastrorresistente20_mg.pdf,20240325183058,Pantoprazol_Ratiopharm_MGComprimido_gastrorresistente20_mg
46323,Pantoprazol Ratiopharm MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Pantoprazol_Ratiopharm_MGComprimido_gastrorresistente40_mg.pdf,20240325183058,Pantoprazol_Ratiopharm_MGComprimido_gastrorresistente40_mg
41399,Pantoprazol Sandoz MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Sandoz Farmacêutica, Lda.",Pantoprazol_Sandoz_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_Sandoz_MGComprimido_gastrorresistente20_mg
41402,Pantoprazol Sandoz MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Sandoz Farmacêutica, Lda.",Pantoprazol_Sandoz_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_Sandoz_MGComprimido_gastrorresistente40_mg
45040,Pantoprazol Tecnigen MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Pantoprazol_Tecnigen_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_Tecnigen_MGComprimido_gastrorresistente20_mg
45041,Pantoprazol Tecnigen MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Pantoprazol_Tecnigen_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_Tecnigen_MGComprimido_gastrorresistente40_mg
45036,Pantoprazol Tecnilor MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Farma 1000 - Prod. Farmacêuticos, Lda.",Pantoprazol_Tecnilor_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_Tecnilor_MGComprimido_gastrorresistente20_mg
45037,Pantoprazol Tecnilor MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Farma 1000 - Prod. Farmacêuticos, Lda.",Pantoprazol_Tecnilor_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_Tecnilor_MGComprimido_gastrorresistente40_mg
45044,Pantoprazol Tetrafarma MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Tetrafarma - Produtos Farmacêuticos, Lda.",Pantoprazol_Tetrafarma_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_Tetrafarma_MGComprimido_gastrorresistente20_mg
45045,Pantoprazol Tetrafarma MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Tetrafarma - Produtos Farmacêuticos, Lda.",Pantoprazol_Tetrafarma_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_Tetrafarma_MGComprimido_gastrorresistente40_mg
51381,Pantoprazol Teva MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Teva Pharma - Produtos Farmacêuticos, Lda.",Pantoprazol_Teva_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_Teva_MGComprimido_gastrorresistente20_mg
51382,Pantoprazol Teva MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Teva Pharma - Produtos Farmacêuticos, Lda.",Pantoprazol_Teva_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_Teva_MGComprimido_gastrorresistente40_mg
43232,Pantoprazol ToLife MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Towa Pharmaceutical, S.A.",Pantoprazol_ToLife_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_ToLife_MGComprimido_gastrorresistente20_mg
43233,Pantoprazol ToLife MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Towa Pharmaceutical, S.A.",Pantoprazol_ToLife_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_ToLife_MGComprimido_gastrorresistente40_mg
43617,Pantoprazol Zentiva MG,Pantoprazol,Comprimido gastrorresistente,20 mg,"Zentiva Portugal, Lda.",Pantoprazol_Zentiva_MGComprimido_gastrorresistente20_mg.pdf,20240325183059,Pantoprazol_Zentiva_MGComprimido_gastrorresistente20_mg
43621,Pantoprazol Zentiva MG,Pantoprazol,Comprimido gastrorresistente,40 mg,"Zentiva Portugal, Lda.",Pantoprazol_Zentiva_MGComprimido_gastrorresistente40_mg.pdf,20240325183059,Pantoprazol_Zentiva_MGComprimido_gastrorresistente40_mg
37475,Papaverina Labesfal,Papaverina,Solução injetável,150 mg/5 ml,"Labesfal - Laboratórios Almiro, S.A.",Papaverina_LabesfalSolução_injetável150_mg_5_ml.pdf,20240325183100,Papaverina_LabesfalSolução_injetável150_mg_5_ml
53175,Ben-U-Ron,Paracetamol,Cápsula,500 mg,"Bene Farmacêutica, Lda.",Ben_U_RonCápsula500_mg.pdf,20240325183100,Ben_U_RonCápsula500_mg
38279,Ben-U-Ron,Paracetamol,Comprimido,1000 mg,"Bene Farmacêutica, Lda.",Ben_U_RonComprimido1000_mg.pdf,20240325183100,Ben_U_RonComprimido1000_mg
886,Ben-U-Ron,Paracetamol,Comprimido,500 mg,"Bene Farmacêutica, Lda.",Ben_U_RonComprimido500_mg.pdf,20240325183100,Ben_U_RonComprimido500_mg
890,Ben-U-Ron,Paracetamol,Supositório,1000 mg,"Bene Farmacêutica, Lda.",Ben_U_RonSupositório1000_mg.pdf,20240325183100,Ben_U_RonSupositório1000_mg
887,Ben-U-Ron,Paracetamol,Supositório,125 mg,"Bene Farmacêutica, Lda.",Ben_U_RonSupositório125_mg.pdf,20240325183100,Ben_U_RonSupositório125_mg
888,Ben-U-Ron,Paracetamol,Supositório,250 mg,"Bene Farmacêutica, Lda.",Ben_U_RonSupositório250_mg.pdf,20240325183100,Ben_U_RonSupositório250_mg
889,Ben-U-Ron,Paracetamol,Supositório,500 mg,"Bene Farmacêutica, Lda.",Ben_U_RonSupositório500_mg.pdf,20240325183100,Ben_U_RonSupositório500_mg
36964,Ben-u-ron,Paracetamol,Supositório,75 mg,"Bene Farmacêutica, Lda.",Ben_u_ronSupositório75_mg.pdf,20240325183100,Ben_u_ronSupositório75_mg
891,Ben-U-Ron,Paracetamol,Xarope,40 mg/ml,"Bene Farmacêutica, Lda.",Ben_U_RonXarope40_mg_ml.pdf,20240325183100,Ben_U_RonXarope40_mg_ml
581342,Ben-u-ron direct,Paracetamol,Granulado,500 mg,"Bene Farmacêutica, Lda.",Ben_u_ron_directGranulado500_mg.pdf,20240325183100,Ben_u_ron_directGranulado500_mg
32365,Dafalgan 1 g,Paracetamol,Comprimido efervescente,1000 mg,UPSA SAS,Dafalgan_1_gComprimido_efervescente1000_mg.pdf,20240325183100,Dafalgan_1_gComprimido_efervescente1000_mg
34907,Dafalgan 1 g,Paracetamol,Comprimido revestido por película,1000 mg,UPSA SAS,Dafalgan_1_gComprimido_revestido_por_película1000_mg.pdf,20240325183100,Dafalgan_1_gComprimido_revestido_por_película1000_mg
2938,Dafalgan 500mg,Paracetamol,Comprimido efervescente,500 mg,UPSA SAS,Dafalgan_500mgComprimido_efervescente500_mg.pdf,20240325183101,Dafalgan_500mgComprimido_efervescente500_mg
6641,Doloramol MG,Paracetamol,Comprimido,500 mg,Teva B.V.,Doloramol_MGComprimido500_mg.pdf,20240325183101,Doloramol_MGComprimido500_mg
658484,Doloramol Xpress,Paracetamol,Comprimido revestido por película,500 mg,Teva B.V.,Doloramol_XpressComprimido_revestido_por_película500_mg.pdf,20240325183101,Doloramol_XpressComprimido_revestido_por_película500_mg
621187,Dolostop,Paracetamol,Solução oral,1000 mg/10 ml,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",DolostopSolução_oral1000_mg_10_ml.pdf,20240325183101,DolostopSolução_oral1000_mg_10_ml
621186,Dolostop,Paracetamol,Solução oral,500 mg/10 ml,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",DolostopSolução_oral500_mg_10_ml.pdf,20240325183101,DolostopSolução_oral500_mg_10_ml
629922,Holdofeb,Paracetamol,Comprimido,500 mg,"Holon, S.A.",HoldofebComprimido500_mg.pdf,20240325183101,HoldofebComprimido500_mg
629902,Nuridol,Paracetamol,Comprimido,500 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",NuridolComprimido500_mg.pdf,20240325183101,NuridolComprimido500_mg
14352,Panadol,Paracetamol,Comprimido efervescente,500 mg,"Haleon Portugal, Lda.",PanadolComprimido_efervescente500_mg.pdf,20240325183101,PanadolComprimido_efervescente500_mg
6595,Panadol,Paracetamol,Comprimido revestido por película,500 mg,"Haleon Portugal, Lda.",PanadolComprimido_revestido_por_película500_mg.pdf,20240325183101,PanadolComprimido_revestido_por_película500_mg
6604,Panasorbe,Paracetamol,Comprimido,500 mg,"Opella Healthcare Portugal, Unipessoal Lda",PanasorbeComprimido500_mg.pdf,20240325183101,PanasorbeComprimido500_mg
47946,Paracetamol Accord MG,Paracetamol,Solução para perfusão,10 mg/ml,"Accord Healthcare, S.L.U.",Paracetamol_Accord_MGSolução_para_perfusão10_mg_ml.pdf,20240325183101,Paracetamol_Accord_MGSolução_para_perfusão10_mg_ml
600803,Paracetamol Algik MG,Paracetamol,Solução oral,32 mg/ml,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Paracetamol_Algik_MGSolução_oral32_mg_ml.pdf,20240325183101,Paracetamol_Algik_MGSolução_oral32_mg_ml
55171,Paracetamol Alter MG,Paracetamol,Comprimido,1000 mg,"Alter, S.A.",Paracetamol_Alter_MGComprimido1000_mg.pdf,20240325183101,Paracetamol_Alter_MGComprimido1000_mg
590281,Paracetamol Alter MG,Paracetamol,Comprimido,500 mg,"Alter, S.A.",Paracetamol_Alter_MGComprimido500_mg.pdf,20240325183102,Paracetamol_Alter_MGComprimido500_mg
48539,Paracetamol Azevedos MG,Paracetamol,Comprimido,1000 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Paracetamol_Azevedos_MGComprimido1000_mg.pdf,20240325183102,Paracetamol_Azevedos_MGComprimido1000_mg
34603,Paracetamol Azevedos,Paracetamol,Comprimido,500 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Paracetamol_AzevedosComprimido500_mg.pdf,20240325183102,Paracetamol_AzevedosComprimido500_mg
53405,Paracetamol B. Braun MG,Paracetamol,Solução para perfusão,10 mg/ml,B. Braun Melsungen A.G.,Paracetamol_B__Braun_MGSolução_para_perfusão10_mg_ml.pdf,20240325183102,Paracetamol_B__Braun_MGSolução_para_perfusão10_mg_ml
49521,Paracetamol Basi,Paracetamol,Comprimido,500 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",Paracetamol_BasiComprimido500_mg.pdf,20240325183102,Paracetamol_BasiComprimido500_mg
607506,Paracetamol ben-u-ron,Paracetamol,Xarope,40 mg/ml,"Bene Farmacêutica, Lda.",Paracetamol_ben_u_ronXarope40_mg_ml.pdf,20240325183102,Paracetamol_ben_u_ronXarope40_mg_ml
56004,Paracetamol Bluepharma MG,Paracetamol,Comprimido,1000 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Paracetamol_Bluepharma_MGComprimido1000_mg.pdf,20240325183102,Paracetamol_Bluepharma_MGComprimido1000_mg
43536,Paracetamol Bluepharma,Paracetamol,Comprimido,500 mg,Bluepharma Genéricos - Comércio de Medicamentos S.A.,Paracetamol_BluepharmaComprimido500_mg.pdf,20240325183102,Paracetamol_BluepharmaComprimido500_mg
50984,Paracetamol Ciclum MG,Paracetamol,Comprimido,1000 mg,"Ciclum Farma Unipessoal, Lda.",Paracetamol_Ciclum_MGComprimido1000_mg.pdf,20240325183102,Paracetamol_Ciclum_MGComprimido1000_mg
50983,Paracetamol Ciclum MG,Paracetamol,Comprimido,650 mg,"Ciclum Farma Unipessoal, Lda.",Paracetamol_Ciclum_MGComprimido650_mg.pdf,20240325183102,Paracetamol_Ciclum_MGComprimido650_mg
578582,Paracetamol Farmoz MG,Paracetamol,Comprimido,1000 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Paracetamol_Farmoz_MGComprimido1000_mg.pdf,20240325183102,Paracetamol_Farmoz_MGComprimido1000_mg
51160,Paracetamol Farmoz,Paracetamol,Comprimido,500 mg,"Farmoz - Sociedade Técnico Medicinal, S.A.",Paracetamol_FarmozComprimido500_mg.pdf,20240325183102,Paracetamol_FarmozComprimido500_mg
55500,Paracetamol Farmoz,Paracetamol,Xarope,40 mg/ml,"Farmoz - Sociedade Técnico Medicinal, S.A.",Paracetamol_FarmozXarope40_mg_ml.pdf,20240325183102,Paracetamol_FarmozXarope40_mg_ml
50930,Paracetamol Generis MG,Paracetamol,Comprimido,1000 mg,"Generis Farmacêutica, S.A.",Paracetamol_Generis_MGComprimido1000_mg.pdf,20240325183102,Paracetamol_Generis_MGComprimido1000_mg
57034,Paracetamol Generis,Paracetamol,Xarope,40 mg/ml,"Generis Farmacêutica, S.A.",Paracetamol_GenerisXarope40_mg_ml.pdf,20240325183103,Paracetamol_GenerisXarope40_mg_ml
10459,Paracetamol Generis 500 mg Comprimidos MG,Paracetamol,Comprimido,500 mg,"Generis Farmacêutica, S.A.",Paracetamol_Generis_500_mg_Comprimidos_MGComprimido500_mg.pdf,20240325183103,Paracetamol_Generis_500_mg_Comprimidos_MGComprimido500_mg
573300,Paracetamol GP MG,Paracetamol,Comprimido,1000 mg,"GP - Genéricos Portugueses, Lda.",Paracetamol_GP_MGComprimido1000_mg.pdf,20240325183103,Paracetamol_GP_MGComprimido1000_mg
50848,Paracetamol Kabi MG,Paracetamol,Solução para perfusão,10 mg/ml,"Fresenius Kabi Pharma Portugal, Lda.",Paracetamol_Kabi_MGSolução_para_perfusão10_mg_ml.pdf,20240325183103,Paracetamol_Kabi_MGSolução_para_perfusão10_mg_ml
619802,Paracetamol Pentafarma MG,Paracetamol,Comprimido,1000 mg,"Pentafarma - Sociedade Técnico-Medicinal, S.A.",Paracetamol_Pentafarma_MGComprimido1000_mg.pdf,20240325183103,Paracetamol_Pentafarma_MGComprimido1000_mg
45305,Paracetamol Pharmakern MG,Paracetamol,Comprimido,1000 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Paracetamol_Pharmakern_MGComprimido1000_mg.pdf,20240325183103,Paracetamol_Pharmakern_MGComprimido1000_mg
52259,Paracetamol Pharmakern MG,Paracetamol,Comprimido,500 mg,"Pharmakern Portugal - Produtos Farmacêuticos, Sociedade Unipessoal, Lda.",Paracetamol_Pharmakern_MGComprimido500_mg.pdf,20240325183103,Paracetamol_Pharmakern_MGComprimido500_mg
51221,Paracetamol Ratiopharm MG,Paracetamol,Comprimido,1000 mg,"Ratiopharm - Comércio e Indústria de Produtos Farmacêuticos, Lda.",Paracetamol_Ratiopharm_MGComprimido1000_mg.pdf,20240325183103,Paracetamol_Ratiopharm_MGComprimido1000_mg
52613,Paracetamol Tolife MG,Paracetamol,Comprimido,1000 mg,"Towa Pharmaceutical, S.A.",Paracetamol_Tolife_MGComprimido1000_mg.pdf,20240325183103,Paracetamol_Tolife_MGComprimido1000_mg
589641,Paracetamol Wellsmed,Paracetamol,Comprimido,500 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Paracetamol_WellsmedComprimido500_mg.pdf,20240325183103,Paracetamol_WellsmedComprimido500_mg
6657,Paramolan,Paracetamol,Comprimido,500 mg,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",ParamolanComprimido500_mg.pdf,20240325183103,ParamolanComprimido500_mg
6661,Paramolan,Paracetamol,Solução oral,24 mg/ml,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",ParamolanSolução_oral24_mg_ml.pdf,20240325183103,ParamolanSolução_oral24_mg_ml
6658,Paramolan,Paracetamol,Supositório,125 mg,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",ParamolanSupositório125_mg.pdf,20240325183103,ParamolanSupositório125_mg
6659,Paramolan,Paracetamol,Supositório,250 mg,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",ParamolanSupositório250_mg.pdf,20240325183104,ParamolanSupositório250_mg
55397,Supofen MG,Paracetamol,Comprimido,1000 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",Supofen_MGComprimido1000_mg.pdf,20240325183104,Supofen_MGComprimido1000_mg
8166,Supofen,Paracetamol,Comprimido,500 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",SupofenComprimido500_mg.pdf,20240325183104,SupofenComprimido500_mg
605362,Supofen,Paracetamol,Solução oral,24 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",SupofenSolução_oral24_mg_ml.pdf,20240325183104,SupofenSolução_oral24_mg_ml
685844,Supofen MG,Paracetamol,Solução para perfusão,10 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",Supofen_MGSolução_para_perfusão10_mg_ml.pdf,20240325183104,Supofen_MGSolução_para_perfusão10_mg_ml
8167,Supofen,Paracetamol,Supositório,125 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",SupofenSupositório125_mg.pdf,20240325183104,SupofenSupositório125_mg
8168,Supofen,Paracetamol,Supositório,250 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",SupofenSupositório250_mg.pdf,20240325183104,SupofenSupositório250_mg
8169,Supofen,Paracetamol,Supositório,500 mg,"Laboratórios Basi - Indústria Farmacêutica, S.A",SupofenSupositório500_mg.pdf,20240325183104,SupofenSupositório500_mg
51383,Supofen,Paracetamol,Xarope,40 mg/ml,"Laboratórios Basi - Indústria Farmacêutica, S.A",SupofenXarope40_mg_ml.pdf,20240325183104,SupofenXarope40_mg_ml
35272,Xumadol 1g,Paracetamol,Granulado efervescente,1000 mg,"Italfarmaco - Produtos Farmacêuticos, Lda.",Xumadol_1gGranulado_efervescente1000_mg.pdf,20240325183104,Xumadol_1gGranulado_efervescente1000_mg
6662,Paramolan C,Paracetamol + Ácido ascórbico,Pó para solução oral,500 mg + 250 mg,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",Paramolan_CPó_para_solução_oral500_mg_+_250_mg.pdf,20240325183104,Paramolan_CPó_para_solução_oral500_mg_+_250_mg
4432,Ilvico,Paracetamol + Bromofeniramina + Cafeína + Ácido ascórbico,Comprimido revestido,250 mg + 3 mg + 10 mg + 36 mg,P&G Health Germany GmbH,IlvicoComprimido_revestido250_mg_+_3_mg_+_10_mg_+_36_mg.pdf,20240325183104,IlvicoComprimido_revestido250_mg_+_3_mg_+_10_mg_+_36_mg
57113,Ben-u-ron Caff,Paracetamol + Cafeína,Comprimido,500 mg + 65 mg,"Bene Farmacêutica, Lda.",Ben_u_ron_CaffComprimido500_mg_+_65_mg.pdf,20240325183104,Ben_u_ron_CaffComprimido500_mg_+_65_mg
32592,Panadol Extra,Paracetamol + Cafeína,Comprimido revestido por película,500 mg + 65 mg,"Haleon Portugal, Lda.",Panadol_ExtraComprimido_revestido_por_película500_mg_+_65_mg.pdf,20240325183105,Panadol_ExtraComprimido_revestido_por_película500_mg_+_65_mg
230,Paracetamol + Cafeína Algik,Paracetamol + Cafeína,Pó para solução oral,500 mg + 50 mg,"Laboratórios Azevedos - Indústria Farmacêutica, S.A.",Paracetamol_+_Cafeína_AlgikPó_para_solução_oral500_mg_+_50_mg.pdf,20240325183105,Paracetamol_+_Cafeína_AlgikPó_para_solução_oral500_mg_+_50_mg
646424,Paramolan Caf,Paracetamol + Cafeína,Comprimido,500 mg + 65 mg,"Medinfar Consumer Health - Produtos Farmacêuticos, Lda.",Paramolan_CafComprimido500_mg_+_65_mg.pdf,20240325183105,Paramolan_CafComprimido500_mg_+_65_mg
649106,Gripalgin MG,Paracetamol + Clorofenamina + Fenilefrina,Granulado para solução oral,650 mg + 4 mg + 8.21 mg,"Moreno II - Produtos de Saúde, Lda.",Gripalgin_MGGranulado_para_solução_oral650_mg_+_4_mg_+_8_21_mg.pdf,20240325183110,Gripalgin_MGGranulado_para_solução_oral650_mg_+_4_mg_+_8_21_mg
12852,Dol-U-Ron Forte,Paracetamol + Codeína,Cápsula,500 mg + 30 mg,"Bene Farmacêutica, Lda.",Dol_U_Ron_ForteCápsula500_mg_+_30_mg.pdf,20240325183110,Dol_U_Ron_ForteCápsula500_mg_+_30_mg
53022,Dol-u-ron Forte,Paracetamol + Codeína,Comprimido,1000 mg + 60 mg,"Bene Farmacêutica, Lda.",Dol_u_ron_ForteComprimido1000_mg_+_60_mg.pdf,20240325183110,Dol_u_ron_ForteComprimido1000_mg_+_60_mg
